id,simplified,traditional,pinyin_marked,pinyin_numbered,pos,hsk_band_2026,hsk_band_range,hsk_band_2021,hsk_band_2_0,hsk_list_id,definition_count,definitions,source_ids,frequency_rank,zipf,audio_female_available,audio_male_available,audio_status,enriched_via
dex:w:dong4zuo4:动作:n,动作,動作,dòngzuò,dong4 zuo4,N,1,1,1,4,L1-0088,2,"[""movement; motion; action (CL:個|个[ge4])"",""to act; to move""]",hsk30:L1-0088;cc-cedict:動作|动作[dong4 zuo4],2321,4.86,true,false,available-unhosted,reading
dex:w:bao1:包:n,包,包,bāo,bao1,N;M;V,1,1,1,3,L1-0015,14,"[""to cover"",""to wrap"",""to hold"",""to include"",""to take charge of"",""to contract (to or for)"",""package"",""wrapper"",""container"",""bag"",""to hold or embrace"",""bundle"",""packet"",""CL:個|个[ge4],隻|只[zhi1]""]",hsk30:L1-0015;cc-cedict:包|包[bao1],1904,4.96,true,false,available-unhosted,reading
dex:w:bao1zi5:包子:n,包子,包子,bāozi,bao1 zi5,N,1,1,1,5,L1-0016,2,"[""baozi; bao (steamed stuffed bun)"",""CL:個|个[ge4]""]",hsk30:L1-0016;cc-cedict:包子|包子[bao1 zi5],27515,3.5,true,false,available-unhosted,reading
dex:w:bei3:北:n,北,北,běi,bei3,N,1,1,1,,L1-0019,2,"[""north"",""(classical) to be defeated""]",hsk30:L1-0019;cc-cedict:北|北[bei3],1812,4.98,true,false,available-unhosted,reading
dex:w:bei3jing1:北京:n,北京,北京,Běijīng,Bei3 jing1,N,1,1,1,1,L1-0021,1,"[""Beijing municipality, capital of the People's Republic of China (abbr. to 京[Jing1])""]",hsk30:L1-0021;cc-cedict:北京|北京[Bei3 jing1],306,5.75,true,false,available-unhosted,reading
dex:w:bei3bian1:北边:n,北边,北邊,běibian,bei3 bian1,N,1,1,1,,L1-0020,4,"[""north"",""north side"",""northern part"",""to the north of""]",hsk30:L1-0020;cc-cedict:北邊|北边[bei3 bian1],14390,3.87,true,false,available-unhosted,reading
dex:w:yi1sheng1:医生:n,医生,醫生,yīshēng,yi1 sheng1,N,1,1,1,1,L1-0429,2,"[""doctor"",""CL:個|个[ge4],位[wei4],名[ming2]""]",hsk30:L1-0429;cc-cedict:醫生|医生[yi1 sheng1],1548,5.06,true,false,available-unhosted,reading
dex:w:yi1yuan4:医院:n,医院,醫院,yīyuàn,yi1 yuan4,N,1,1,1,1,L1-0430,2,"[""hospital"",""CL:所[suo3],家[jia1],座[zuo4]""]",hsk30:L1-0430;cc-cedict:醫院|医院[yi1 yuan4],854,5.32,true,false,available-unhosted,reading
dex:w:shi2:十:num,十,十,shí,shi2,Num,1,1,1,1,L1-0332,2,"[""ten"",""10""]",hsk30:L1-0332;cc-cedict:十|十[shi2],2883,4.74,true,false,available-unhosted,reading
dex:w:wu3fan4:午饭:n,午饭,午飯,wǔfàn,wu3 fan4,N,1,1,1,,L1-0383,2,"[""lunch"",""CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]""]",hsk30:L1-0383;cc-cedict:午飯|午饭[wu3 fan4],14909,3.85,true,false,available-unhosted,reading
dex:w:ban4:半:num,半,半,bàn,ban4,Num,1,1,1,3,L1-0010,4,"[""half"",""semi-"",""incomplete"",""(after a number) and a half""]",hsk30:L1-0010;cc-cedict:半|半[ban4],1873,4.97,true,false,available-unhosted,reading
dex:w:ban4tian1:半天:x,半天,半天,bàntiān,ban4 tian1,,1,1,1,,L1-0012,5,"[""half of the day"",""a long time"",""quite a while"",""midair"",""CL:個|个[ge4]""]",hsk30:L1-0012;cc-cedict:半天|半天[ban4 tian1],9330,4.11,true,false,available-unhosted,reading
dex:w:ban4nian2:半年:x,半年,半年,bàn nián,ban4 nian2,,1,1,1,,L1-0011,1,"[""half a year""]",hsk30:L1-0011;cc-cedict:半年|半年[ban4 nian2],5103,4.44,true,false,available-unhosted,reading
dex:w:nan2:南:n,南,南,nán,nan2,N,1,1,1,3,L1-0266,1,"[""south""]",hsk30:L1-0266;cc-cedict:南|南[nan2],1525,5.06,true,false,available-unhosted,reading
dex:w:nan2bian5:南边:n,南边,南邊,nánbian,nan2 bian5,N,1,1,,,L1-0267,4,"[""south"",""south side"",""southern part"",""to the south of""]",hsk30:L1-0267;cc-cedict:南邊|南边[nan2 bian5],18461,3.73,true,false,available-unhosted,reading
dex:w:qu4:去:v,去,去,qù,qu4,V,1,1,1,1,L1-0302,14,"[""to go"",""to go to (a place)"",""(of a time etc) last"",""just passed"",""to send"",""to remove"",""to get rid of"",""to reduce"",""to be apart from in space or time"",""to die (euphemism)"",""to play (a part)"",""(when used either before or after a verb) to go in order to do sth"",""(after a verb of motion indicates movement away from the speaker)"",""(used after certain verbs to indicate detachment or separation)""]",hsk30:L1-0302;cc-cedict:去|去[qu4],131,6.16,true,false,available-unhosted,reading
dex:w:qu4nian2:去年:n,去年,去年,qùnián,qu4 nian2,N,1,1,1,2,L1-0303,1,"[""last year""]",hsk30:L1-0303;cc-cedict:去年|去年[qu4 nian2],1556,5.05,true,false,available-unhosted,reading
dex:w:kou3:口:m,口,口,kǒu,kou3,M;N,1,1,1,3,L1-0202,3,"[""mouth"",""classifier for things with mouths (people, domestic animals, cannons, wells etc)"",""classifier for bites or mouthfuls""]",hsk30:L1-0202;cc-cedict:口|口[kou3],2090,4.92,true,false,available-unhosted,reading
dex:w:jiao4:叫:v,叫,叫,jiào,jiao4,V,1,1,1,1,L1-0176,6,"[""to shout"",""to call"",""to order"",""to ask"",""to be called"",""by (indicates agent in the passive mood)""]",hsk30:L1-0176;cc-cedict:叫|叫[jiao4],452,5.58,true,false,available-unhosted,reading
dex:w:you4:右:n,右,右,yòu,you4,N,1,1,1,,L1-0447,4,"[""(bound form) right; right-hand side"",""(bound form) (politics) right of center"",""(bound form) (old) west"",""(literary) the right side as the side of precedence""]",hsk30:L1-0447;cc-cedict:右|右[you4],3859,4.59,true,false,available-unhosted,reading
dex:w:you4bian5:右边:n,右边,右邊,yòubian,you4 bian5,N,1,1,1,2,L1-0448,2,"[""right side"",""right, to the right""]",hsk30:L1-0448;cc-cedict:右邊|右边[you4 bian5],9816,4.08,true,false,available-unhosted,reading
dex:w:hao4:号:n,号,號,hào,hao4,N;M,1,1,1,2,L1-0143,12,"[""ordinal number"",""day of a month"",""mark"",""sign"",""business establishment"",""size"",""ship suffix"",""horn (wind instrument)"",""bugle call"",""assumed name"",""to take a pulse"",""classifier used to indicate number of people""]",hsk30:L1-0143;cc-cedict:號|号[hao4],269,5.82,true,false,available-unhosted,reading
dex:w:chi1:吃:v,吃,吃,chī,chi1,V,1,1,1,1,L1-0046,5,"[""to eat; to consume"",""to eat at (a cafeteria etc)"",""to eradicate; to destroy"",""to absorb"",""to suffer (shock, injury, defeat etc)""]",hsk30:L1-0046;cc-cedict:吃|吃[chi1],377,5.65,true,false,available-unhosted,reading
dex:w:chi1fan4:吃饭:x,吃饭,吃飯,chīfàn,chi1 fan4,,1,1,1,,L1-0047,3,"[""to have a meal"",""to eat"",""to make a living""]",hsk30:L1-0047;cc-cedict:吃飯|吃饭[chi1 fan4],2989,4.72,true,false,available-unhosted,reading
dex:w:tong2xue2:同学:n,同学,同學,tóngxué,tong2 xue2,N,1,1,1,1,L1-0365,4,"[""to study at the same school"",""fellow student"",""classmate"",""CL:位[wei4],個|个[ge4]""]",hsk30:L1-0365;cc-cedict:同學|同学[tong2 xue2],2093,4.92,true,false,available-unhosted,reading
dex:w:ming2zi5:名字:n,名字,名字,míngzi,ming2 zi5,N,1,1,1,1,L1-0245,2,"[""name (of a person or thing)"",""CL:個|个[ge4]""]",hsk30:L1-0245;cc-cedict:名字|名字[ming2 zi5],1049,5.22,true,false,available-unhosted,reading
dex:w:hou4:后:n,后,後,hòu,hou4,N,1,1,1,,L1-0147,7,"[""back"",""behind"",""rear"",""afterwards"",""after"",""later"",""post-""]",hsk30:L1-0147;cc-cedict:後|后[hou4],78,6.33,true,false,available-unhosted,reading
dex:w:hou4tian1:后天:n,后天,後天,hòutiān,hou4 tian1,N,1,1,1,,L1-0149,4,"[""the day after tomorrow"",""life after birth (the period in which one develops through experiences, contrasted with 先天[xian1 tian1])"",""acquired (not innate or congenital)"",""a posteriori""]",hsk30:L1-0149;cc-cedict:後天|后天[hou4 tian1],16930,3.78,true,false,available-unhosted,reading
dex:w:hou4bian5:后边:n,后边,後邊,hòubian,hou4 bian5,N,1,1,1,,L1-0148,3,"[""the back; the rear; the last bit"",""behind; near the end; at the back"",""later; afterwards""]",hsk30:L1-0148;cc-cedict:後邊|后边[hou4 bian5],23746,3.59,true,false,available-unhosted,reading
dex:w:ma5:吗:aux,吗,嗎,ma,ma5,Aux,1,1,1,1,L1-0227,1,"[""(question particle for \""yes-no\"" questions)""]",hsk30:L1-0227;cc-cedict:嗎|吗[ma5],57,6.53,true,false,available-unhosted,reading
dex:w:ba5:吧:aux,吧,吧,ba,ba5,Aux,1,1,1,2,L1-0005,4,"[""(modal particle indicating suggestion or surmise)"",""...right?"",""...OK?"",""...I presume.""]",hsk30:L1-0005;cc-cedict:吧|吧[ba5],197,5.98,true,false,available-unhosted,reading
dex:w:ting1:听:v,听,聽,tīng,ting1,V,1,1,1,1,L1-0361,6,"[""to listen to; to hear"",""to heed; to obey"",""a can (loanword from English \""tin\"")"",""classifier for canned beverages"",""to let be; to allow (Taiwan pr. [ting4])"",""(literary) to administer; to deal with (Taiwan pr. [ting4])""]",hsk30:L1-0361;cc-cedict:聽|听[ting1],342,5.69,true,false,available-unhosted,reading
dex:w:ting1xie3:听写:v,听写,聽寫,tīngxiě,ting1 xie3,V,1,1,1,,L1-0364,2,"[""(of a pupil) to write down (in a dictation exercise); dictation"",""(music) to transcribe by ear""]",hsk30:L1-0364;cc-cedict:聽寫|听写[ting1 xie3],6112,4.35,true,false,available-unhosted,reading
dex:w:ting1dao4:听到:x,听到,聽到,tīngdào,ting1 dao4,,1,1,1,,L1-0362,1,"[""to hear""]",hsk30:L1-0362;cc-cedict:聽到|听到[ting1 dao4],1665,5.02,true,false,available-unhosted,reading
dex:w:ting1jian4:听见:x,听见,聽見,tīngjiàn,ting1 jian4,,1,1,1,,L1-0363,1,"[""to hear""]",hsk30:L1-0363;cc-cedict:聽見|听见[ting1 jian4],3386,4.66,true,false,available-unhosted,reading
dex:w:gao4su5:告诉:v,告诉,告訴,gàosu,gao4 su5,V,1,1,,,L1-0117,1,"[""to tell; to inform; to let know""]",hsk30:L1-0117;cc-cedict:告訴|告诉[gao4 su5],679,5.42,true,false,available-unhosted,reading
dex:w:ne5:呢:aux,呢,呢,ne,ne5,Aux,1,1,1,1,L1-0269,5,"[""particle indicating that a previously asked question is to be applied to the preceding word (\""What about ...?\"", \""And ...?\"")"",""particle for inquiring about location (\""Where is ...?\"")"",""particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (\""ok?\"", \""are you with me?\"")"",""(at the end of a declarative sentence) particle indicating continuation of a state or action"",""particle indicating strong affirmation""]",hsk30:L1-0269;cc-cedict:呢|呢[ne5],296,5.76,true,false,available-unhosted,reading
dex:w:he2:和:prep,和,和,hé,he2,Prep;Conj,1,1,1,1,L1-0145,6,"[""(joining two nouns) and; together with; with (Taiwan pr. [han4])"",""(math.) sum"",""to make peace"",""(sports) to draw; to tie"",""(bound form) harmonious"",""(bound form) Japan; Japanese""]",hsk30:L1-0145;cc-cedict:和|和[he2],13,6.86,true,false,available-unhosted,reading
dex:w:ge1ge5:哥哥|哥:n,哥哥|哥,哥哥|哥,gēge|gē,ge1 ge5,N,1,1,,,L1-0118,2,"[""older brother"",""CL:個|个[ge4],位[wei4]""]",hsk30:L1-0118;cc-cedict:哥哥|哥哥[ge1 ge5],,,false,false,unknown,
dex:w:na3:哪:pron,哪,哪,nǎ,na3,Pron,1,1,1,1,L1-0250,2,"[""how"",""which""]",hsk30:L1-0250;cc-cedict:哪|哪[na3],699,5.41,true,false,available-unhosted,reading
dex:w:na3xie1:哪些:pron,哪些,哪些,nǎxiē,na3 xie1,Pron,1,1,1,,L1-0253,3,"[""which ones?"",""who?"",""what?""]",hsk30:L1-0253;cc-cedict:哪些|哪些[na3 xie1],2757,4.77,true,false,available-unhosted,reading
dex:w:na3r5:哪儿:pron,哪儿,哪兒,nǎr,na3 r5,Pron,1,1,1,,L1-0252,3,"[""where?"",""wherever; anywhere; somewhere"",""(used in rhetorical questions) how can ...?; how could ...?""]",hsk30:L1-0252;cc-cedict:哪兒|哪儿[na3 r5],4083,4.56,true,false,available-unhosted,reading
dex:w:na3li3:哪里:pron,哪里,哪裡|哪裏,nǎlǐ,na3 li3,Pron,1,1,1,,L1-0251,7,"[""where?"",""somewhere"",""anywhere"",""wherever"",""nowhere (negative answer to question)"",""humble expression denying compliment"",""also written 哪裡|哪里""]",hsk30:L1-0251;cc-cedict:哪裡|哪里[na3 li3];cc-cedict:哪裏|哪里[na3 li3],570,5.48,true,false,available-unhosted,reading
dex:w:chang4:唱:v,唱,唱,chàng,chang4,V,1,1,1,,L1-0040,3,"[""to sing"",""to call loudly"",""to chant""]",hsk30:L1-0040;cc-cedict:唱|唱[chang4],3173,4.69,true,false,available-unhosted,reading
dex:w:chang4ge1:唱歌:x,唱歌,唱歌,chànggē,chang4 ge1,,1,1,1,2,L1-0041,1,"[""to sing a song""]",hsk30:L1-0041;cc-cedict:唱歌|唱歌[chang4 ge1],6384,4.32,true,false,available-unhosted,reading
dex:w:shang1chang3:商场:n,商场,商場,shāngchǎng,shang1 chang3,N,1,1,1,,L1-0313,6,"[""shopping mall"",""shopping center"",""department store"",""emporium"",""CL:家[jia1]"",""the business world""]",hsk30:L1-0313;cc-cedict:商場|商场[shang1 chang3],6615,4.3,true,false,available-unhosted,reading
dex:w:shang1dian4:商店:n,商店,商店,shāngdiàn,shang1 dian4,N,1,1,1,1,L1-0314,2,"[""store; shop"",""CL:家[jia1],個|个[ge4]""]",hsk30:L1-0314;cc-cedict:商店|商店[shang1 dian4],3791,4.6,true,false,available-unhosted,reading
dex:w:xi3huan5:喜欢:v,喜欢,喜歡,xǐhuan,xi3 huan5,V,1,1,1,1,L1-0388,1,"[""to like; to be fond of""]",hsk30:L1-0388;cc-cedict:喜歡|喜欢[xi3 huan5],313,5.73,true,false,available-unhosted,reading
dex:w:he1:喝:v,喝,喝,hē,he1,V,1,1,1,1,L1-0144,2,"[""to drink"",""variant of 嗬[he1]""]",hsk30:L1-0144;cc-cedict:喝|喝[he1],1723,5,true,false,available-unhosted,reading
dex:w:si4:四:num,四,四,sì,si4,Num,1,1,1,1,L1-0351,2,"[""four"",""4""]",hsk30:L1-0351;cc-cedict:四|四[si4],1146,5.18,true,false,available-unhosted,reading
dex:w:hui2:回:v,回,回,huí,hui2,V,1,1,1,1,L1-0154,10,"[""to circle"",""to go back"",""to turn around"",""to answer"",""to return"",""to revolve"",""Hui ethnic group (Chinese Muslims)"",""time"",""classifier for acts of a play"",""section or chapter (of a classic book)""]",hsk30:L1-0154;cc-cedict:回|回[hui2],759,5.38,true,false,available-unhosted,reading
dex:w:hui2dao4:回到:v,回到,回到,huídào,hui2 dao4,V,1,1,1,,L1-0156,1,"[""to return to""]",hsk30:L1-0156;cc-cedict:回到|回到[hui2 dao4],1366,5.11,true,false,available-unhosted,reading
dex:w:hui2qu5:回去:x,回去,回去,huíqù,hui2 qu5,,1,1,,,L1-0159,2,"[""to return"",""to go back""]",hsk30:L1-0159;cc-cedict:回去|回去[hui2 qu5],2993,4.72,true,false,available-unhosted,reading
dex:w:hui2jia1:回家:x,回家,回家,huí jiā,hui2 jia1,,1,1,1,,L1-0157,1,"[""to return home""]",hsk30:L1-0157;cc-cedict:回家|回家[hui2 jia1],1530,5.06,true,false,available-unhosted,reading
dex:w:hui2lai5:回来:x,回来,回來,huílái,hui2 lai5,,1,1,,,L1-0158,1,"[""to return; to come back""]",hsk30:L1-0158;cc-cedict:回來|回来[hui2 lai5],1027,5.23,true,false,available-unhosted,reading
dex:w:hui2da2:回答:v,回答,回答,huídá,hui2 da2,V;N,1,1,1,2,L1-0155,2,"[""to reply; to answer"",""reply; answer""]",hsk30:L1-0155;cc-cedict:回答|回答[hui2 da2],1597,5.04,true,false,available-unhosted,reading
dex:w:guo2:国:n,国,國,guó,guo2,N,1,1,1,,L1-0128,2,"[""country; nation; state"",""(bound form) national""]",hsk30:L1-0128;cc-cedict:國|国[guo2],364,5.66,true,false,available-unhosted,reading
dex:w:guo2wai4:国外:x,国外,國外,guó wài,guo2 wai4,,1,1,1,,L1-0130,4,"[""abroad"",""external (affairs)"",""overseas"",""foreign""]",hsk30:L1-0130;cc-cedict:國外|国外[guo2 wai4],1460,5.08,true,false,available-unhosted,reading
dex:w:guo2jia1:国家:n,国家,國家,guójiā,guo2 jia1,N,1,1,1,3,L1-0129,2,"[""country; nation; state"",""CL:個|个[ge4]""]",hsk30:L1-0129;cc-cedict:國家|国家[guo2 jia1],105,6.25,true,false,available-unhosted,reading
dex:w:tu2shu1guan3:图书馆:n,图书馆,圖書館,túshūguǎn,tu2 shu1 guan3,N,1,1,1,3,L1-0366,2,"[""library"",""CL:家[jia1],個|个[ge4]""]",hsk30:L1-0366;cc-cedict:圖書館|图书馆[tu2 shu1 guan3],3349,4.66,true,false,available-unhosted,reading
dex:w:zai4:在:v,在,在,zài,zai4,V;Prep;Adv,1,1,1,1,L1-0455,3,"[""to exist; to be alive"",""(of sb or sth) to be (located) at"",""(used before a verb to indicate an action in progress)""]",hsk30:L1-0455;cc-cedict:在|在[zai4],7,7.16,true,false,available-unhosted,reading
dex:w:zai4jia1:在家:v,在家,在家,zàijiā,zai4 jia1,V,1,1,1,,L1-0456,3,"[""to be at home"",""(at a workplace) to be in (as opposed to being away on official business 出差[chu1 chai1])"",""(Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 出家[chu1 jia1])""]",hsk30:L1-0456;cc-cedict:在家|在家[zai4 jia1],3469,4.64,true,false,available-unhosted,reading
dex:w:de5:地:aux,地,地,de,de5,Aux,1,1,,,L1-0066,2,"[""-ly"",""structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct""]",hsk30:L1-0066;cc-cedict:地|地[de5],154,6.08,true,false,available-unhosted,reading
dex:w:di4:地:n,地,地,dì,di4,N,1,1,1,3,L1-0069,6,"[""earth"",""ground"",""field"",""place"",""land"",""CL:片[pian4]""]",hsk30:L1-0069;cc-cedict:地|地[di4],155,6.08,true,false,available-unhosted,reading
dex:w:di4shang5:地上:x,地上,地上,dìshang,di4 shang5,,1,1,1,,L1-0072,2,"[""on the ground"",""on the floor""]",hsk30:L1-0072;cc-cedict:地上|地上[di4 shang5],3550,4.63,true,false,available-unhosted,reading
dex:w:di4tu2:地图:n,地图,地圖,dìtú,di4 tu2,N,1,1,1,3,L1-0073,2,"[""map"",""CL:張|张[zhang1],本[ben3]""]",hsk30:L1-0073;cc-cedict:地圖|地图[di4 tu2],2412,4.84,true,false,available-unhosted,reading
dex:w:di4fang5:地方:n,地方,地方,dìfang,di4 fang5,N,1,1,1,3,L1-0071,6,"[""area"",""place"",""space"",""room"",""territory"",""CL:處|处[chu4],個|个[ge4],塊|块[kuai4]""]",hsk30:L1-0071;cc-cedict:地方|地方[di4 fang5],266,5.82,true,false,available-unhosted,reading
dex:w:di4dian3:地点:n,地点,地點,dìdiǎn,di4 dian3,N,1,1,1,,L1-0070,5,"[""place"",""site"",""location"",""venue"",""CL:個|个[ge4]""]",hsk30:L1-0070;cc-cedict:地點|地点[di4 dian3],2413,4.84,true,false,available-unhosted,reading
dex:w:huai4:坏:adj,坏,壞,huài,huai4,Adj,1,1,1,3,L1-0152,5,"[""bad"",""spoiled"",""broken"",""to break down"",""(suffix) to the utmost""]",hsk30:L1-0152;cc-cedict:壞|坏[huai4],2048,4.93,true,false,available-unhosted,reading
dex:w:zuo4:坐:v,坐,坐,zuò,zuo4,V,1,1,1,1,L1-0498,5,"[""to sit"",""to take a seat"",""to take (a bus, airplane etc)"",""to bear fruit"",""variant of 座[zuo4]""]",hsk30:L1-0498;cc-cedict:坐|坐[zuo4],1689,5.01,true,false,available-unhosted,reading
dex:w:zuo4xia5:坐下:x,坐下,坐下,zuò xia,zuo4 xia5,,1,1,,,L1-0499,1,"[""to sit down""]",hsk30:L1-0499;cc-cedict:坐下|坐下[zuo4 xia5],8388,4.17,true,false,available-unhosted,reading
dex:w:kuai4:块:n,块,塊,kuài,kuai4,N;M,1,1,1,1,L1-0203,3,"[""lump; chunk; piece"",""classifier for pieces of cloth, cake, soap etc"",""(coll.) classifier for money and currency units""]",hsk30:L1-0203;cc-cedict:塊|块[kuai4],1952,4.95,true,false,available-unhosted,reading
dex:w:wai4:外:n,外,外,wài,wai4,N,1,1,1,2,L1-0367,4,"[""outside"",""in addition"",""foreign"",""external""]",hsk30:L1-0367;cc-cedict:外|外[wai4],625,5.45,true,false,available-unhosted,reading
dex:w:wai4guo2:外国:n,外国,外國,wàiguó,wai4 guo2,N,1,1,1,,L1-0369,1,"[""foreign country""]",hsk30:L1-0369;cc-cedict:外國|外国[wai4 guo2],1277,5.14,true,false,available-unhosted,reading
dex:w:wai4yu3:外语:n,外语,外語,wàiyǔ,wai4 yu3,N,1,1,1,,L1-0370,2,"[""foreign language"",""CL:門|门[men2]""]",hsk30:L1-0370;cc-cedict:外語|外语[wai4 yu3],10026,4.07,true,false,available-unhosted,reading
dex:w:wai4bian5:外边:n,外边,外邊,wàibian,wai4 bian5,N,1,1,1,,L1-0368,4,"[""outside"",""outer surface"",""abroad"",""place other than one's home""]",hsk30:L1-0368;cc-cedict:外邊|外边[wai4 bian5],29901,3.45,true,false,available-unhosted,reading
dex:w:duo1:多:adj,多,多,duō,duo1,Adj;Pron,1,1,1,1,L1-0094,5,"[""many; much; more; a lot of"",""too many; in excess"",""(after a numeral) ... odd"",""how (to what extent) (Taiwan pr. [duo2])"",""(bound form) multi-; poly-""]",hsk30:L1-0094;cc-cedict:多|多[duo1],121,6.21,true,false,available-unhosted,reading
dex:w:duo1shao5:多少:pron,多少,多少,duōshao,duo1 shao5,Pron,1,1,,,L1-0095,2,"[""how much?; how many?"",""(phone number, student ID etc) what number?""]",hsk30:L1-0095;cc-cedict:多少|多少[duo1 shao5],642,5.44,true,false,available-unhosted,reading
dex:w:da4:大:adj,大,大,dà,da4,Adj,1,1,1,1,L1-0061,6,"[""big; large; great"",""older (than another person)"",""eldest (as in 大姐[da4 jie3])"",""greatly; freely; fully"",""(dialect) father"",""(dialect) uncle (father's brother)""]",hsk30:L1-0061;cc-cedict:大|大[da4],114,6.23,true,false,available-unhosted,reading
